move_id	command	hit_level	damage	startup	block	hit	counter
0000	b+3+4,1+2	H,H,H,H	16,6,6,6	,28 35 42F	-9	+34 (-24)	
0000	b+3+4,3	H,M	16,20	,28~29F	-15~-14	+27	
0000	b+4	H	15	14F	-9	+9	+12
0000	Back throw	T	60			+3	
0000	BHS.1	T	8		-3	+3	
0000	BHS.1+2	T	10,10		-3	+3	
0000	BHS.2	T	9,6		-3	+0	
0000	BT+1	H	15	8F	-8	+3	
0000	BTR.2	T	10		-3	+3	
0000	CHD.1	T	25		+0	+3	
0000	CHD.2	T	8		+0	+7	
0000	d+1	SL	5	10F	-5	+5	
0000	d+1,4	SL,M	5,10	,16~17F	-11~-10	+0~+1	
0000	d+2	L	13	20F	-12	+0	+5
0000	d+2,2	L,H	13,20	,28~29F	-12~-11	+17 (+0)	+71 (+55)
0000	d+3	L	10	16F	-17	-6	
0000	d+3,2	L,M	10,18	,25~27F	-11~-9	+12~+14	
0000	d+3,4	L,H	10,14	,20F	-8	+1	
0000	d+3,4,3	L,H,M	10,14,20	,29~30F	-7~-6	+22	
0000	d+4	L	6	12F	-15	-4	
0000	d+4,1	L,H	6,10	,24F	+0	+6	+11
0000	d+4,1~D	L	6		-21	-2	
0000	db+1+2	H,M	5,22	11 30F	-14	+10 (+1)	
0000	db+2	M	20	24~25F	-5~-4	+8~+9	+11~+12
0000	db+3	L	17	20F	-13	+4	+13
0000	db+3+4	M	21	18~19F	-17~-16	+36 (+26)	
0000	db+4	L	5	16~17F	-9a	+2	
0000	db+4,3	L,M	5,21	,27~28F	-13~-12	+71 (+55)	
0000	db,qcf,n,DB+2+3	H!	10	24~38F		+36~+50	
0000	d,DF+4	L	20	20~24F	-37	+14	+27
0000	df+1	M	13	13~14F	-1~+0	+5~+6	
0000	df+1+2	M,T	55+	20~21F	-15~-14	+0	
0000	df+1,2	M,H	13,10	,16F	-3	+2	+9
0000	df+1,2~D	M,H	13,10		-1	+4	+11
0000	df+1,2~F	M,H	13,10		+0	+5	+12
0000	df+1+3	T	37	11F	-2	+1	
0000	df+2	M	12	15~16F	-7~-6	+34 (+24)	
0000	df+2+4	T	37	11F	-2	+1	
0000	df+3	M	13	14F	-11	+0	+1
0000	df+3,1	M,H	13,10	,30F	-8	+3	
0000	df+3,1,2	M,H,M	13,10,20	,26~27F	-12~-11	+16	+16
0000	df+3,1~D	M	13		-19	-8	-7
0000	df+3,2	M,H	13,12	,19F	+1	+5	+12
0000	df+3,2,1	M,H,H	13,12,6	,16F	-3	+4	
0000	df+3,2,1,4	M,H,H,L	13,12,612	,23F	-13	-2	
0000	df+3,2,3	M,H,M	13,12,21	,19~20F	-17~-16	+36(+26)	
0000	df+3,2,4	M,H,H	13,12,22	,22F	-6	+20	+49
0000	df+3,2~B	M	13		+8	+12	+19
0000	df+3,2~F	M	13		-1	+3	+10
0000	df+3,2~u	M	13		+0	+4	+11
0000	df+3,3	M,M	13,14	28F	-10	+2	
0000	df+3+4	L	20	31~35F	-37	+14	+27
0000	df,df+1	T	43	12F	-6	-2	
0000	f+1+2	M	24	17F	-14	+11 (+2)	
0000	f+1+3	T	15	13F	-2	+1	
0000	f+2	H	12	13F	-3	+8	
0000	f+2,1	H,M	12,12	,19~20F	-13~-12	-6~-5	
0000	f+2,1,3	H,M,M	12,12,20	,27~29F	-15~-13	+27	
0000	f+2,1,4	H,M,H	12,12,22	,25~27F	-3~-1	+23 (+14)	+40
0000	f+2+3	T	15	13F	-2	+0	
0000	f+3	H,H	10,20	14~15 25~26F	+3~+4	+24 (+15)	+54
0000	f+4	M	15	21~22F	-5~-4	+5~+6	
0000	f+4,2	M,H	15,22	,18F	-9	+39 (-19)	
0000	f+4~D	M	15		+2~+3	+12~+13	
0000	FC.1	SL	5	10F	-5	+6	
0000	FC.1,4	SL,M	5,10	,16~17F	-11~-10	+0~+1	
0000	FC.2	SL	8	11F	-4	+7	
0000	f,F+1+2	M	26	23~24F	-5~-4	+12 (+3)	
0000	f,F+1+2*	M	32	33~34F	+11~+12	+19 (+9)	
0000	f,F+2	H	20	14F	-4	+32 (+24)	
0000	f,F+3	M	24	15F	-14	+8	+52
0000	f,F+4	M	20	28~32F	-10~-6	+9~+13	+21
0000	H.2+3	M,H,H,H,H,M	20,30	16 28 35 42 49 90~91F	+5~+6	-2	
0000	H.2+3*	M,H,H,H,H	20,9,12,9,12	16 28 35 42 49F	+14	+43 (+10)	
0000	H.b+1+2	M,M,H,H,H,H	5,20,5,5,5,5	16 8~10, 28 35 42 49F	+2	+33 (+7)	
0000	H.b+3+4,1+2	H,H,H,H,H	16,6,6,6,10	14~15, 28 35 42F	-2	+29 (+3)	
0000	H.db+1+2,F	H,M	5,22	11 30F	+5	+43 (+35)	
0000	H.f+1+2,f	M	24	17F	+5	+43 (+35)	
0000	H.f+4,2	M,H	15,22	21~22, 18F	+5	+36 (+26)	
0000	HHD.1	T	20		-9	+3	
0000	HHD.2	T	25		-9	+0	
0000	H.qcf+2,F	M	25	17~18F	+5	+42 (+27)	
0000	H.qcf+4,3,1+2	M,H,H,H,H,H	15,23,6,6,6,10	14, 25, 28 35 42F	-2	+13 (+12)	
0000	H.WS.1,1+2	M,H,H,H,H	17,6,6,6,10	13~14,25 35 39 42F	-2	+29 (+3)	
0000	H.WS.4,3,1+2	M,H,H,H,H,H	15,23,6,6,6,10	11~12, 25, 28 35 42 13F	-2	+29 (+3)	
0000	Left throw	T	40		-3	+1	
0000	NTM.1	T	15		-3	+3	
0000	NTM.2	T	25		-3	+3	
0000	OTG.d+3+4	L	20	17~18F	-17~-16	-7	
0000	qcb						
0000	qcb,B+1+4	T	15	12F		+6	
0000	qcb,B+4	M	20	19~20F	-12~-11	+68 (+52)	
0000	qcf						
0000	qcf+1	H	21	14~16F	+1~+3	+3~+5	+47 (+37)
0000	qcf+2	M	25	17~18F	-8~-7	+32 (+17)	
0000	qcf+2+3	H!	10	24~38F		+36~+50	
0000	qcf+3	L	17	19~28F	-20~-11	+0~+9	+21
0000	qcf+4	M	15	14F	-8	+6	
0000	qcf+4,3	M,H	15,23	,25F	-10	+14 (+5)	
0000	qcf+4,3,1+2	M,H,H,H,H	15,23,6,6,6	,28 35 42F	-9	+24 (-9)	
0000	Right throw	T	38		-3	+1	
0000	SS.1	M	15	14~15F	-10~-9	+3~+4	
0000	SS.1+2	M	22	19F	-9	+36	
0000	SS.1,2	M,M	15,15	,16~18F	-3~-1	+3~+5	
0000	SS.1,B	M	15		+10~+11	+23~+24	
0000	SS.1,F	M	15		+10~+11	+23~+24	
0000	SS.2	M	15	13~14F	-14~-13	+33 (+23)	
0000	SS.4	L	14	20F	-14	+6	
0000	SS.4,2	L,H	14,22	22F	-7	+37 (-21)	
0000	STB.2	T	30		+0	-6	
0000	TSS.1	T	15		-3	+0	
0000	TSS.2	T	20			+3	
0000	u+3	M	20	14F	-15	+16 (+6)	
0000	u+4	M	21	23~28F	+0~+5	+5~+10	+22
0000	ub+1	M	15	20~21F	-16~-15	+20	
0000	ub+3	M	15	14F	-15	-4	
0000	uf+1	M	20	26F	-5	+26	
0000	uf+1+2	T	30,10	12F	+0	+29 (-32)	
0000	uf+2	M	10	18F	-10	+1	
0000	uf+2,1	M,M	10,10	,21F	-13	+49 (+40)	
0000	uf+3	M	20	14F	-10	+21 (+11)	
0000	uf+3+4	M,T	20,13	23~30F	-23~-16	+9 (-1)	
0000	uf+3+4*	,T	,18	23F	-23~-16	+9 (-1)	
0000	uf+4	H	23	18F	-9	-1	
0000	uf+4,3	H,L	23,10	,18F	-19	-8	
0000	uf+4,3,4	H,L,H	23,10,14	,20F	-6	+5	
0000	uf+4,3,4~D	H,L	23,10		-5	+6	
0000	uf,n,D+3	L	15	43F	-17	-6	
0000	uf,n,D+3,2	L,M	15,10	25~27F	-11~-9	+12~+14	
0000	uf,n,D+3,4	L,H	15,14	,20F	-8	+1	
0000	uf,n,D+3,4,3	L,H,M	15,14,20	,29~30F	-7~-6	+22	
0000	WR.1+2	M	30	20~21F	+5	+36 (+26)	
0000	WR.1+2*	M	30	20~21F	+4~+5	+12 (+3)	
0000	WR.3	M	12	20~21F	-13~-12	-2~-1	
0000	WR.3,3	M,M	12,20	,32~35F	-4~-1	+17	
0000	WR.3,4	M,M	12,21	,24~25F	-13~-12	+34 (+19)	
0000	WS.1	M	17	13~14F	-6~-5	+5~+6	
0000	WS.1,1+2	M,H,H,H	17,6,6,6	,25 35 39F	-9	+34a (-24)	
0000	WS.1,4	M,M	17,20	,34~35F	-3~-2	+17	
0000	WS.2	M	15	15~16F	-13~-12	+28 (+18)	
0000	WS.3	M	15	13F	-13	+2	
0000	WS.3+4	M	21	18~19F	-17~-16	+36 (+26)	
0000	WS.4	M	15	11~12F	-4~-3	+7~+8	
0000	WS.4,2	M,M	15,22	,19F	-9	+36	
0000	WS.4,3	M,H	15,24	,25F	-10	+14 (+5)	
0000	WS.4,1+2	M,H,H,H	15,6,6,6	,28 35 42F	-9	+34 (-24)	
