move_id	command	hit_level	damage	startup	block	hit	counter
1553	b+3+4	M	25	23F	-18	+16 (+6)	
1629	b+4	M	13	14F	-7	+3	
1630	b+4,3	M,H	13,21	32F	-5	+24 (+15)	
	Back Throw	T	50	12~14F		+0	
	(Back to wall).b,b,ub	M	25	29-33F	-1	+45 (-13)	
1775	b,B+2+3	M!	60	78F		+0	
1571	BT.1	H	7	10F	+1	+8	
1570	BT.1+2	H	20	15F	+1	+16	
1568	BT.2	M	17	15F	-14	-1	+52
1569	BT.2,2	M,M	17,20	14F	-14	+31 (-27)	
	BT.3	H	18	10F	-8	+8	
1576	BT.4	H	14	11F	-9	+2	
1577	BT.4,3	H,M	14,24	24F	-12	+12 (+3)	
	BT.d+3	L	6	12F	-15	-4	
1672	BT.d+3+4	M	25	26F	-15	+0	
1643	BT.d+4	L	17	23F	-13	+6	+26
1647	d+1	L	15	21F	-12	-1	
	d+1+2						
1652	d+1,3	L,H	15,21	24F	-9	+20 (+11)	+65 (+45)
1653	d+2	S	8	11F	-4	+7	
1759	d+2,3	S,M	821	23F	-15	+30 (+20)	
1654	d+3	L	8	16F	-14	-3	
1656	d+3,3	L,H	8,17	16F	-7	+20	+46
1637	d+3+4	L	7	12F	-14	-2	
1760	d+3+4,3	L,M	723	29F	-14	+14	
1669	d+4	L	7	15F	-11	+0	
1670	d+4,3	L,H	712	12F	-12	+0	+5
1646	db+1	S	5	10F	-5	+6	
1679	db+2	M	15	14F	-4	+7	
1680	db+2,4	M,M	1525	33F	-4	+1	
1659	db+3	L	15	17F	-13	+3	+13
1683	db+4	L	20	26F	-37	+15	
1773	db+4,4	L,M	20,27	37F	-8	+30 (+12)	
1675	df+1	M	10	13F	-1	+5	
1808	df+1,3	M,L	10,6	20F	-16	-5	
1809	df+1,3,2	M,L,M	10,6,6	28F	-12	-1	
1676	df+2	M	12	15F	-7	+34 (+24)	
1674	df+3	M	23	21F	-13	+52 (+21)	
1799	df+3+4	L	12	18F	-15	+4	+6
1678	df+4	M	15	13F	-8	+3	
1758	df+4,3	M,M	15,23	29F	-14	+68 (+52)	
1534	DSS.1	H	14	12F	+0	+8	+18
1543	DSS.1+2	M		16F	-13	+12 (+5)	+66 (+50)
2116	DSS.2	H	20	14F	+1	+15	+50
1551	DSS.3	H	30	19F	+3	+40	
1764	DSS.4	L	21	21F	-13	+6	+38
1540	DSS.f+1	M	20	14F	-9	+39 (-19)	
1787	DSS.f+2~1	M	24	19F	+2	+30 (+4)	
1547	DSS.f+3	M	30	20F	-13	+18 (+8)	
1710	DSS.f+4	H	40	19F	+7	+31 (-27)	
1823	DSS.uf+1+2	T	35	12F	-2	+0	
1795	f+1+2	M	20	20F	+3c	+8	+55
1589	f+2	H	10	12F	+0	+6	
1587	f+2~1	M	24	19F	+2	+30 (+4)	
1820	f+2+3	T	35	12F	-2	+6	
1590	f+3	M	10	18F	-10	+1	
1591	f+3,1	M,M	10,12	20F	-2	+8	
1603	f+3+4	M	20	25F	-2	+7	+49
1631	FC.1	S	5	10F	-5	+6	
1633	FC.2	S	8	11F	-4	+7	
1636	FC.3	L	10	16F	-17	-6	
1770	FC.3,4	L,M	10,27	29F	-14	+14 (-3)	
1638	FC.4	L	7	12F	-14	-2	
1760	FC.4,3	L,M	7,23	29F	-14	+14	
1733	FC.UF+3+4	M	30	46~49F	-4	+17 (+7)	
1803	f,F+2	M	12	14F	-6	+2	+7
1805	f,F+2,1	M,H	12,12	22F	-4	+2	
1806	f,F+2,1,3	M,H,M	12,12,23	28F	-13	+11	
1807	f,F+2,4	M,H	12,20	16F	-14	+37 (-21)	
1802	f,F+2,f+1+2	M,M	1224	31F	+2	+30 (+4)	
2124	f,F+3	M	30	20F	-13	+18 (+8)	
1822	f,F+3+4	T	10	12F	-3	+55 (+28)	
1602	f,F+4	M	17	20F	-11	+18 (+1)	
1707	f,f,F+3	M	30	20~28F	+6	+35 (-23)	
1690	H.2+3	M,T	24,4,5,5,5,7 (50)	14F	+11g	+5	
	H.d+1+2						
	Left Throw	T	40	12~14F	-3	+0	
	R.df+1+2	M,T	55+	20F	-15	+0	
	Right Throw	T	42	12~14F	-3	+0	
1792	ss1+2	M,H,M	8,8,8	17F	+4	+7	
1793	ss1+2,2	M,H,M,M	8,8,8,25	22F	-16	+16 (+6)	
1789	ss2	M	23	18F	+0	+16 (+6)	
1660	ss3	L	17	18F	-13	+7	+16
1781	ss3+4	M,H	9,10	15F	-12	+63 (+43)	
1492	u+4	M	12	15F	-13	+19 (+9)	+33 (+23)
1586	ub+1,2,1,2	H,H,H,H	8,8,8,28	12,6,6,13F	-7	+13 (-4)	
249	ub+2	H	17	15F	-12	+9	
	ub+3						
1772	ub+3,4	M	20	15F	-12	+31 (+21)	
1722	uf+1	H	10	12F	-5	+6	
1821	uf+1+2	T	35	12F	-6	+3	
	uf+1+2,2,1,1+2	T	40	12F	-6	-6	
1723	uf+1,3	H,L	1010	19F	-13	-1	
1714	uf+3	M	20	18F	-8	+42 (-16)	
1657	uf+3+4	L	27	29F	-24	+5	
1492	uf+4	M	14	15F	-13	+33 (+23)	
1728	UF+4	M	23	18F	-17	+28 (+18)	
1757	UF+4,3	M,M	2316	19F	-14	+78 (+62)	
1502	uf,n,4	M	20	19F	-15	+30 (+20)	
	(While down, facing up) 1+2+3+4						
1696	ws1	M	10	13F	-7	-1	
1697	ws1,2	M,H	10,25	16F	-9	+40 (-18)	
1698	ws2	M	20	15F	-18	+31 (+21)	
1699	ws3	M	16	16F	+17g	+19	
1738	ws3+4	M	30	14F	-21	+0 (-17)	
1705	ws4	M	14	11F	-4	+7	
1706	ws4,3	M,M	14,23	27F	-14	+68 (+52)	
