move_id	command	hit_level	damage	startup	block	hit	counter
0000	db+1	M	15	16F	-12	+4	
0000	db+1+2	M	13	21~22F	-4	+4	
0000	db+1,2	M,M	15,18	23~24F	-11	+7	
0000	db+1+2,2	M,L	13,10	29~30F	-12	-1	
0000	db+1,4	M,H	15,23	24~25F	-2	+24 (+15)	
0000	db+2	L	10	20~21F	-11	0	
0000	db+2,2	L,L	10,10	28~30F	-17	+20	
0000	db+2,2,2	L,L,M	10,10,25	28~29F	-8	+13	
0000	db+3	L	14	17F	-15	+4	
0000	db+4	L	23	31F (30~32F)	-26	+76 (+60)	
0000	df+1	M	11	14F	0	+6	+36
0000	df2	M	15	20~21F	-8		
0000	df2,2	M,M	15,21	13~14F	-6	+14 (+4)	
0000	df+3	M	21	18~19F	-7	+78 (+62)	
0000	df+3+4	M	23	24 (23~27F)	-7	+22	
0000	df+4	M	13	15F	-6	+5	
0000	df+4,2	M,M	13,13	20~21F	-11	+1	
0000	df+4,2,1+2	M,M,M	13,13,21	34~35F	-19	+31 (+16)	
0000	df+4,3	M,H	13,23	23~24F	-4	+15	
0000	f+1+2	H	25	19~20F	-9	+17	
0000	f+2	M	10	15F	-8	+3	
0000	f+2,1	M,M	10,10	19F	-8	+3	
0000	f+3	M	,10	21F	-3	+7	
0000	f+3,2	M,H	,10,17	21~22F	-3	+8	
0000	f+3+4						
0000	f+3,4	M,M	,10,15	23~24F	-16	+33 (+23)	
0000	f+4	H	19	18~19F	-9	+52	
0000	f+4,2	H,M	19,16	24~25F	-14	+70 (+54)	
0000	f+4,3	H,M	19,21	22~24F	-10	+26 (-9)	
0000	f+4,4	H,L	19,11	33~33F	-31	+20 (+13)	
0000	FC DF+1	L	19	21~22F	-13c	-2	+13
0000	FC DF+2	M	21	18F	-14	+55	
0000	FC DF4	L	10	19~20F	-8c	+3	
0000	FC DF4,1	L,H	10,15	20~21F	-2	+6	
0000	f,F+1+2	M	25	24~25F	-9	+16	
0000	f,F+2	M	25	18~19F	-9	+17	
0000	f,F+3	M	35	32~33F	+8c	+8c	
0000	f,F+4	M	15	19~20F	-15	+30 (+20)	
0000	f,F+4,3	M,M	15,14	20~21F	-14	+32 (+25)	
0000	f,f,F+3	M	30	20~25F	+6	+13 (+3)	
0000	Grounded Face Up B+3+4	M	20	30~33F		+28 (+18)	
0000	H.2+3	M,M	22,26	21,24F	+12	+30 (-6)	
0000	H.3+4	M	30	30~31F	+12c	+19	
0000	H.b+1	H	20	10~11F	-8	+36 (+28)	
0000	b+3+4						
0000	KNP 1	L	20	20~21F	-13c	+8	+38
0000	KNP 2	H	20	14F	-9	+17	
0000	KNP 3	M	20	22~23F	-14	+77 (+55)	
0000	KNP 3+4	M	30	31~34F	-7	-3	
0000	KNP 3+4,3+4	M,M	30	39~42F			
0000	KNP 4	L	10	18F	-31c	-4	
0000	KNP 4,1+2	L,H	10,24	28F	-6	+30 (+20)	
0000	Left Throw	H	40			-6	
0000	OTG d+3+4	L	19	24~25F		-2 (-10)	
0000	qcf						
0000	qcf1	L	23	22~23F	-14c	+2	+31
0000	qcf1+2	M	21	16~17F	0c	+7	+23
0000	qcf2	M	25	22~23F	-14	+35 (+25)	
0000	R.df+1+2	T	55	20F	-15	+0	
0000	Right Throw	H	40	F		-4	
0000	SS 1+2	M	24	22~23F	+1	+21 (+12)	
0000	SS 2	H	18	15F	+3	+9	+31
0000	SS 4	L	19	21~22F	-31c	+8 (-8)	+72 (+56)
0000	STC 1	M	20	20~21F	-15	+30	
0000	STC 1+2	M	20	18F	-9c	+17	
0000	STC 2	H	15	14~15F	-3	+6	
0000	STC 3	H	25	22~23F	+3b	+23	
0000	STC 4	L	20	20F	-13	+3	
0000	STC F+3+4	M	21	18F		+53	
0000	u+2	M	25	38~40F	+2	+10	
0000	ub+1+2	!	70	79~82F		+50 (+19)	
0000	ub+2	M,H	8,20	16,15F	-10	+10	
0000	uf+1	M	12	18~19F	-5	+4	
0000	uf+1+2	H	40			0	
0000	uf+2	M	18	18F	-10	+3	
0000	uf+3	M	20	22~23F	-1	+22	
0000	uf+3+4	M,H,H	10,10,7	24,4,3F	-14	+25 (+18)	
0000	uf+3+4,3	M,H,H,H	10,10,7,11	,17~18F	-6	+70 (+54)	
0000	uf+4	M	13	15~17F	-13	+33 (+23)	
0000	uf,n,4	M	20	23~25F	-13	+32 (+22)	
0000	ws1	M	13	13F	-1	+5	
0000	ws1+2	M	20	23~24F	-9	+3	
0000	ws1,2	M,M	13,16	,9F	-10	+1	
0000	ws1,2,1	M,M,M	13,16,20	17~18F	-12	+12 (+3)	+32 (+24)
0000	ws1,3	M,H	13,20	22~23F	-6	+4	+20
0000	ws2	M	17	15~16F	-7	+24	+78 (+62)
0000	ws3	M	15	15~16F	-12	+33 (+23)	
0000	ws4	M	18	11~12F	-7	+7	+29
