move_id	Command	Hit level	Damage	Start up frame	Block frame	Hit frame	Counter hit frame	Notes	Move Name
1626	3+4	m	20	18	-13	CS	CS		Bx_lk2
1628	f+2	m	10	15	-10	+1	+1		Bx_6rplpRs
1631	f+2, 1	m, m	10,12	15	-10	+1	+1		Bx_6rplp
1633	f+2, 1, 4	m, m, m	10,12,20	15	-13~-12	KND	KND		Bx_6rplprk
1649	f+3	m	18	16~18	0~+2	+1~+3	CS		Bx_lk00F
1654	f+4	m	10	18	-9	0	0		Bx_rk00F
1656	f+4, 1	m, m	10,10	18	-13~-12s	JG	JG		Bx_6rklp
1743	f+1+2	h	22	22~23	+8~+9	KND	KND	Tail spin	Bx_roll_LP1
1783	f+1+4	!	21	28	-12	-12	-12		Bx_kill_2
1680	d/f+1	m	8	15	-5	+1	+1		Bx_t_slpF
1706	D/F+1, 1	m, m	8,2	15	-10	-4	-4		Bx_Mbody_LP
1709	D/F+1, 1, 1	m, m, m	8,2,2	15	-10	-4	-4		Bx_Mbody_L2
1710	D/F+1, 1, 1, 1	m, m, m, m	8,2,2,2	15	-10	-4	-4		Bx_Mbody_L3
1711	d/f+1, 2	m, m	8,20	15	-15	+1	KND		Bx_midlprp
1683	d/f+2	m	12	13	-6	+5	+5		Bx_t_srpF
1689	d/f+2, 1	m, h	12,11	13	-4	+4	+4		Bx_3rplp
1688	d/f+2, 3	m, m	12,20	13	-13	CS	CS		Bx_3rplk
1795	d/f+3	l (TC)	20	29~30s cs6~	-26	KND	KND	Homing	Bx_back_LK
1786	d/f+4	m	23	22~24	-6~-4	KND	KND	Tail spin, Homing	Bx_t_srkF
1884	d+2	m	17	14~15	-2~-1	+7~+8s	+8~+9s	
1869	d+2, 3	m, m	14,21	14~15	-10	KND	Launch		Bx_10hit_03
1673	d+3	l	10	16	-11	0	0		Bx_t_slk
1674	d+3, 2	l, h	10,22	16	-7	KND	KND		Bx_t_slksmsh
1785	d+4	l	13	15	-11	0	0		Bx_t_srk
1755	d+1+2 FC+1+2	mm (TC)	10,15	17,35 cs6~16	-10	+3	+3		Bx_SFcutlowRv
1753	d+1+2 FC+1+2 (Second hit miss)	m	10	17 cs6~16	-28	-17	-17		Bx_2RLpunch
1756	d+1+2, 3	mm, l	10,15,20	17 6~16	-13~-12	+4~+5	KND		Bx_SFcutlow
	d+1+2, F	m, (CD)	10	s cs6~16	-1	+10g	+10g	
	d+1+2, B	m, (SWAY)	10	s cs6~16	-8	+3	+3	
1757	d+1+2~2	m	24	45	+2	KND	KND		Bx_SFcrash
1677	d+3+4	l	15	19	-12	-1	+4		Bx_t_slrk
1678	d+3+4, 2	l, m?	15,23	19	-12	KND	KND		Bx_t_slrk_rp
	d+3+4, 2, d/b (Cancel)	l, (Special)	15	19s	-23	-12	-7	
1682	d/b+2	m?	13	15~17	-6~-4	+8~+10g	+8~+10g		Jz_sorimi00
1676	d/b+3	l (TC)	11	16~17s cs6~	-12~-11	-1~0	+4~+5		Bx_t_slk00B
1752	d/b+1+2	mh	14,25	15,27	-13	KND	KND		Bx_1RLpunc2
1776	b+1	m	21	20	+4	+7s	JG		Bx_sphiji
1719	b+2	h	18	17	-7	+4	CS		Bx_back_RP
	b+2, 1	h, h	18,17	17	0	CS	CS	
	b+2, 1, 2	h, h, h	18,17,22	17	-9	KND	KND	
	b+2, 1, u or d (Cancel)	h	18	17	-10	+1	CS	
	b+2, 4	h, m (TJ)	18,21	js16~	-5	KND	KND	Tail spin
	b+2, 1, 4	h, h, m (TJ)	18,17,21	js16~	-5~-4	KND	KND	Tail spin
1859	b+3	m	12	19	-7	+4	+4		Bx_smklrpSit
	b+3, F or d/F	m, (Special) (TC)(CD)	12	20	+1	+12g	+12	
1764	b+3, 2	m, h	12,12	20	-4	+7	+7		Bx_FeSt_RPrv
	b+3, 2, 1	m, h, m	12,12,10	20	-9	+2	+2	
	b+3, 2, 1, 2	m, h, m, m	12,12,10,14	20	-10	KND	KND	
	b+3, 2, 1, 4	m, h, m, l	12,12,10,12	20	-11	0	0	
	b+3, 4	m, m	12,18	20	-12	-2	-2	
1860	b+3, 1+2	m, m	12,25	20	-6	+4s	KND		Bx_smkup
	b+3, 1+2, D	m, m	12,25	20s	-6	+4s	KND	
1658	b+4	m	18	16	-10	+15	+15		Bx_shk1
1782	b+1+3 or b+2+4	Absorbs 1 h/m hit		2~10		+3			Bx_kill_1
	1 When parrying 2	h	30	13~14	-10~-9	KND	KND	
	2 When parrying 2	m	22	15	-5	+7	+7	
	b+1+4	!	45	53	KND	KND	KND	
1584	u/b+1+2	mm	5,2	15,27	-16	-6	-6		Bx_haradada_02
1583	u/b+1+2 (Second hit miss)	m	5	15	-18	-7	-7		Bx_haradadaP
1586	u/b+1+2, 1	mm, m	5,2,2	15	-13	-3	-3		Bx_haradada_03
1588	u/b+1+2, 1, 2	mm, m, m	5,2,2,2	15	-16	-6	-6		Bx_haradada_04
1589	u/b+1+2, 1, 2, 1	mm, m, m, m	5,2,2,2,2	15	-13	-3	-3		Bx_haradada_05
1590	u/b+1+2, 1, 2, 1, 2	mm, m, m, m, m	5,2,2,2,2,2	15	-16	-6	-6		Bx_haradada_06
1591	u/b+1+2, 1, 2, 1, 2, 1	mm, m, m, m, m, m	5,2,2,2,2,2,						Bx_haradada_07
	2	15	-13	-3	-3			
1592	u/b+1+2, 1, 2, 1, 2, 1, 2	mm, m, m, m, m, m, m	5,2,2,2,2,2,						Bx_haradada_08
	2,2	15	-16	-6	-6			
1593	u/b+1+2, 1, 2, 1, 2, 1, 2, 1	mm, m, m, m, m, m, m, m	5,2,2,2,2,2,2,						Bx_haradada_09
	2,2,2	15	-13	-3	-3			
1594	u/b+1+2, 1, 2, 1, 2, 1, 2, 1, 2	mm, m, m, m, m, m, m, m, m	5,2,2,2,2,2,						Bx_haradada_10
	2,2,2,2	15	-16	-6	-6			
1596	u/b+1+2, 1, 2, 1, 2, 1, 2, 1, 2, 1	mm, m, m, m, m, m, m, m, m, m	5,2,2,2,2,2,						Bx_haradada_11
	2,2,2,2,2	15	-32	-15	-15			
1599	u/b+1+2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 4	mm, m, m, m, m, m, m, m, m, m, m	5,2,2,2,2,2,						Bx_harafinish
	2,2,2,2,2,14	15	-35	KND	KND			
1792	u or u/f+3	m (TJ)	15	27~28 js9~	0~+1	KND	KND		Bx_jplk00F
	u+4	m (TJ)	21	24~26 js9~	-5~-3	KND	KND	
1789	u/f+4	m (TJ)	22	24~26 js9~	-5~-3	KND	KND		Bx_jprk00F
1713	f, F+2	h	32	13(14~) pc6~12	-9	KND	KND	Power crush	Bx_super_RP
1803	f, F+3	m	25	22~23 (23~)	-13~-12	KND	KND	Tail spin	Bx_slash_LK
	f, F+3* (Very long hold)	m	33	34~35 (35~)	+8~+9	KND	KND	Tail spin
1825	f, F+4	h	32	16~19 (17~)	-10~-7s	KND	KND	Homing, Tail spin	Bx_slashRKH
1617	f, b+2	h	20	14~15 (14~)	-7~-6	Launch	Launch		Bx_MAPPA00
1828	b, d/f+4	l	25	29(29~)	-13	+14g	KND		Bx_MAPATK
1657	b, B+4	m(h)	24	21~33d js18~ (24~)	-19~-7	KND	KND		Bx_rk00D_B
1700	f, f, f+3	m	30	22~25 (25~) js3~	+9~+12g	KND	KND		Co_runlk00
1692	WS+1	m	20	15~16	-16~-15	Launch (JG?)	Launch (JG?)		Bx_s_tlp00
1733	WS+2 (to GUP)	m(GUP)	18	19	-10	+1	+1		Bx_nage_RP
1736	GUP When hit b or F+2	m, (throw)	18,25	19	-10	Throw(KND)	Throw(KND)		Bx_hit_RP
1694	WS+3	m	18	12	-10	+4	uKZD		Bx_s_tlk00
1797	WS+3, 4	m, m	18,25	12	-10	+4	+29G		Bx_neeco_RK
	WS+4	m	16	11~12	-6~-5	+5~+6	+5~+6	
	WS+1+2	m	12	10~11	-5~-4	+6~+7	+6~+7	
1745	FC+d/f+2	m	12		-8	+4	+4		Bx_23rp
1750	FC+d/f+2,1	m,h	12,25		-8	KND	KND		Bx_23rplp
1832	FC+d/f+4	m	21	15~16 cs1~14	-10~-9	+13~+14kg	KND	Tail spin	Bx_23RK
1744	SS+1	h	23	17~18 (26~)	-5~-4	CS	CS	Tail spin	Bx_long_LP1
1731	SS+2	m	20	20~21 (29~)	-6~-5	KND	KND		Bx_sideRP_0
1732	SS+2, 3	m, l	20,20	20~21 (29~)	-13~-12	+5~+6	KND		Bx_sideRPLK
	qcf or In certain strings F (to CD)	(Special) (TC)(CD)		s				
	qcf+1	m	20	15~16 (17~)	-16~-15	JG	JG	
1734	qcf+2	h	18	14(16~)	-6	+4	+4		Bx_nage_RP02
1735	qcf+2, 1	h, m	26	14(16~)	-11	KND	KND		Bx_s_trplp
1855	qcf+1+2	m?	28	15~16 (17~)	-12~-11	KND	KND	Wall bounce	Bx_step_FSG
	qcf+3	m	18	12(14~)	-10	+4	KND	
	qcf+3, 4	m, m	18,25	12(14~)	-10	+4	KND	
1852	qcf+4	m	13	18(20~)	-5	+1	+3		Bx_jetura
1854	qcf+4, 1	m, h	13,14	18(20~)	0	CS	CS		Bx_step_F00
	qcf+4, 1, d or u (Cancel)	m, (Special)	13	18(20~)	-11	-5	-3	
	qcf+4, 1, 2	m, h, h	13,14,22	18(20~)	-9	KND	KND	
	qcf+4, 1, 4	m, h, m (TJ)	13,14,21	js16~	-5~-4	KND	KND	Tail spin
	qcb (to SWAY)	(SWAY)		16~				
1836	qcb+2	m	16	15~16 (17~)	-9~-8	+6~+7	+6~+7		Bx_Sway_RP
1838	qcb+2, 4	m, h	16,25	15~16 (17~)	-10~-7s	KND	KND	Tail spin	Bx_Sway_RPRK
1841	qcb+3	l	21	19~20 (21~)	-13~-12	+5	KND		Bx_Sway_LK
1839	qcb+4	m	23	17~18 (19~)	-12~-11	Launch	Launch		Bx_Sway_RK
1443	1+3+4 (to TNT)	!	0	28~31	+16~+19	+16~+19	+16~+19		Bx_sFUN00_
	After TNT f+2	m	10	15	-10	+1	+1	
	After TNT f+2, 1	m, m	10,12	15	-10	+1	+1	
	After TNT f+2, 1, 4	m, m, m	10,12,16	15	-161~-160	CS	CS	
	After TNT f+2, 1, 4, 2	m, m, m, h	10,12,16,5	15	-140	CS	CS	
	After TNT f+2, 1, 4, 2, 1	m, m, m, h, h	10,12,16,5,5	15	-134	CS	CS	
	After TNT f+2, 1, 4, 2, 1, 4	m, m, m, h, h, m (TJ)	10,12,16,5,5,					
	10	js16~	-136~-137	KND	KND			
	After TNT f+2, 1, 4, 2, 1, 4, 2	m, m, m, h, h, m (TJ), h	10,12,16,5,5,					
	10,28	16~	+4	KND	KND			
	After TNT f, F+2	h	44	13(14~) pc6~12	+4	KND	KND	Power crush
	After TNT u/b+1+2, ,	mm	5,2~	15,27	–	KND	KND	
