move_id	Command	Hit level	Damage	Start up frame	Block frame	Hit frame	Counter hit frame	Notes	Move Name
	d/f+3, 1, d+2	m, h, m	13, 7, 13		-9	+7	+7		
1650	d/f+3, 1+2	m, h	13, 28		+4s	+8s	+8s		Va_lkHead
	d/f+3, 1+2, 3+4	m, h (VTS)	13, 28		+3s	+7s	+7s		
1648	d/f+3, d/f+1	m, m	13, 10		-12	JG	JG		Va_lkup00
1649	d/f+3, d/f+1, 2	m, m, h	13, 10, 20		-6	KND	KND		
	d/f+3, d/f+1, 2 (hold)	m, m, h	13, 10, 28		+13G (?)	KND	KND	Tail spin	
	d/f+3, d/f+1, 2*	m, m, h	13, 10, 21		-3s	KND	KND		
1651	d/f+4	m	13	13~14	-4~-3	+2~+3	+2~+3		
1652	d/f+4, 2	m, h	13, 25		-5	+12k	KND	Tail spin	
1644	d/f+1+2	m (TC)	23	17	-11	+3s	+3s		Va_Head
1632	d+1	m	20	18	0s	+5s	KND		Va_t_slp00
1633	d+2	m	15	16	-7s	+7s	+7s		Va_t_srp00
1634	d+2, 4	m, m	15, 21		-9	+5	+5		Va_Hiza00
1637	d+3	l	18	16	-12	-1	-1		Va_t_slk00
1638	d+4	l (TC)	16	14	-16	-5	-5		Va_t_srk
1635	d+1+2	m	22	19	-12	JG	JG		Va_st00
1654	d/b+1	sm (TC)	5	10	-5	+6	+6		Va_t_srp00B
	d/b+2	m	20	16	-8	KND	KND	Tail spin	
1656	d/b+3	l	10	18	-12	-4	+4		Va_t_slk00B
1657	d/b+3, 1	l, h	10, 16		-6	+8	KND		Va_bhand
1658	d/b+3, 1, 1	l, h, m	10, 16, 23		-8	KND	KND	Tail spin	Va_bhandlp
	d/b+3, 1, 1, 3+4	l, h (special)	10, 16		-20	-6	KND		
	d/b+3, 1, 1, 3+4*	l, h (cancel)	10, 16		-21	-7	KND		
1659	d/b+3, 4	l, m	10, 16		-13	+3	+3		Va_kneelkrk
1660	d/b+3, 4, 1+2	l, m (throw)	10, 12 (10)		mid throw	mid throw	mid throw		Va_1LkRkSpear
1663	d/b+4	l (throw)	12(,10)	23	-26	throw	throw		Va_kani00
1655	d/b+1+2	m	23	26	-22	JG	JG		Va_t_sPuAB
1599	b+1	m	10	21	-8s	+2s	KND		Va_lp00B
1600	b+1, 2	m, m	10, 15		-14s	KND	KND		Va_ttlprp
1601	b+2	m	24	22	-9	+4	KND	Homing	Va_rp00B
1607	b+3	m	26	21	0	+8	KND		Va_lk00B
1612	b+4	m	20	14	-9	+2	KND		Va_rk00B
1613	b+3+4	h	30	18	-14	KND	KND	Wall bounce	Va_WK00B
1605	b+2+3	m! (throw)	70	80	KND	KND	KND	b,b to cancel	Va_hrp00
2094	b+2+3, 1+2	m (throw)	12(10)	100	mid throw	mid throw	mid throw		Va_hrpspear
	u/b or u1	m (TJ)	12	18	-12	-1	-1		
1475	u/f+1	h	14	12	-5	+5	+5		
1476	u/f+1, 2	h,h	14,20	12	-2	+6	KND		
	u/b or u or u/f+2	h	17	15	-12	+9	+9		
1501	u/b or u or u/f+3	m (TJ)	25	20 js12	-2	KND	JG		Va_jplk00F
	u/b+4	m (TJ)	14	23 js9	-16	KND	KND		
1519	u or u/f+4	m (TJ)	18	23 js9	-9	KND	KND		Va_jprk00F2
1480	u/b+1+2	m	21	22	-6s	KND	KND		Va_Hammer
	u/b+1+2, 3+4	m (special)	21		-7s	KND	KND		
	u/b+1+2, 3+4, 3+4	m (special)	21		-6s	KND	KND		
1477	u/f+1+2	h	21	17	-6	KND	KND		Va_mongo00
1534	u/b or u or u/f+3+4	m (TJ)	25	31 js6	-3s	+7s	KND		Va_jplrk00F
	u/f, N, 4	m (TJ)	25	23 js9	-11	JG	JG		
1582	f, F+2	h	21	11	-1	KND	KND		Va_rhiji00
1592	f, F+3	m	18	19	-7	+1	+1		Va_66LK00
1593	f, F+3, 2	m, m	18, 26		-14	JG	JG		Va_66LKRP
1597	f, F+4	m	26	18	-8	KND	KND	Tail spin, Homing	Va_rollrk00
1677	qcf+1	m	21	18	-10	JG	JG		Va_spup00
1678	qcf+1, 2	m, m	21, 24		-7	KND	KND		Va_spuprp
	qcf+1, 2*	m, m	21, 40		+23g	KND	KND		
1679	qcf+2	l (throw)	20(,35)	24	-12	+5	throw		Va_bhlow
1584	qcf+1+2
1585	qcf+1+2, 2
	b, f+1+2	m, m	14, 16	15	-12	+4	+4		Va_double01
	b, f+1+2, 2	m, m	14, 16, 25	15	-15	KND	CS		
1595	f, f, f+3	m	30	32	+6	KND	KND		Va_ovHead00
	FC+1	sm (TC)	5	10	-5	+6	+6		Va_s_tlp00
1617	FC+2	sm (TC)	8	11	-4	+7	+7		Va_s_trp00
1620	FC+3	l	12	16	-17	-3	-3		Va_s_tlk00
1621	FC+4	l	10	12	-15	-4	-4		Va_s_trk00
1624	FC+1+2	m (throw)	25(,15)	22	-4	throw	throw		Co_s_tlp00
1669	WS+1	m	14	11	-7	+3	+3		
	WS+1, 3+4	m (special)	14		-7	+3	+3		
	WS+1, 3+4, 3+4	m (special)	14		-8	+2	+2		
1670	WS+1, 2	m, h	14, 18		-7	KND	CS		
1672	WS+2	m	22	19	-8	KND	KND	Tail spin	
1674	WS+3	m	20	18	-13	KND	KND		
1675	WS+4	m	21	13	-9	KND	KND		
1673	WS+1+2	m	12	10	-4	+7	+7		Va_neji00
1629	FC+d/f+2	h	28	20	-3	KND	KND		Va_s_trpF
1631	FC+d/f+4	l	19	21	-26	+8	KND		Va_syarkF
1682	SS+2	m	18	21	-3	0s	0s		Va_FurRp00
	SS+2, 3+4	m	18		+2	+5s	+5s		
	SS+2, 3+4, 3+4	m	18		+1	+4s	+4s		
1683	SS+4	m	24	21	-6	KND	KND		Va_sidrk
1684	SS+1+2	m	25	29	+1	KND	KND		Va_wp00
1668	(opponent grounded) d/b+4	l	23	19	-14	-3	-3		Va_stomp00
1717	(grounded face down) 2	m	23	20	-7	+4	+4		Va_dw00D_hd
1714	(grounded face down) d+2	l (throw)	18(,10)	17	-24	throw	throw		Va_dw00D_rp
	(back to wall) b, b, u/b	m	21	36	0s	KND	KND		
	BT 1 or 2	h	15	8	-8	+3	+3		
	BT 3 or 4	h	18	10	-8	KND	KND		
	BT d+1 or d+2	sm	10	10	-2	+9	+9		
	BT d+3 or d+4	l	12	10	-11	+3	+3		
	3+4	(VTS) TC		cs7					
	d/f+3+4	(VTS)							
	d/b+3+4	(VTS)							
	VTS 3+4	(cancel)		total 1 frame					
	VTS u or d	(special)							
1706	VTS f+1	m	16	13	-4	+3	+3		Va_awtac
1707	VTS f+1, 2	m, m	16, 20		-13s	+2s	KND		Va_awtacRP
1708	VTS f+1, 4	m, h	16, 26		-9	KND	KND	Tail spin	Va_awtacRK
1709	VTS f+2	m	22	17 pc8	-14	KND	KND	Wall boune, Power crush	Va_sprp
1712	VTS d+1+2	l, m	20, 20	17	-39	KND	KND		
	VTS d+1+2*	l, m (second hit only)	20		-14	KND	KND		
