move_id	Command	Hit level	Damage	Start up frame	Block frame	Hit frame	Counter hit frame	Notes
1768	WS+2	m	10	14	-7	+4	+4	
1770	WS+2, 1	m, m	10,12	14	-20~-17	Launch (JG?)	Launch (JG?)	
1769	WS+2, 2	m, m	10,20	14	-13s	+5s	KND	
1774	WS+3	h	17	17~18	-8~-7	KND	KND	
1775	WS+3, 3+4	h, m (TJ)	17,28	js15~	-4~+4s	KND	KND	
	WS+4	m	20	11~12	-6~-5	+5~+6	+5~+6	
1773	WS+1+2	m	25	15~17	-9~-7	KND	Launch (JG?)	
1699	FC+d/f+2	m	14	14	-8	+3	+3	
1700	FC+d/f+2, 1	m, m	14,12	14	-7	+4	+4	
1701	FC+d/f+2, 1, 1+2	m, m, m	14,12,25	14	-13	KND	KND	
1702	FC+d/f+2, 4	m, l	14,12	cs15~	-12~-10	-1~+1	-1~+1	
1703	FC+d/f+2, 4, 1+2	m, l, m	14,12,25	15~	-13	KND	KND	
1609	SS+1+2	m	24	15~16 (24~)	-5~-4s	KND	KND	
1694	BT d+2	m	17	15~16	-9~-8	KND	CS	
	1+2+3+4	(Special)		15~16				
	1+2+3+4, 1+2	(Special) (TJ)		as				
2242	1+2+3+4, 4	h! (TJ)	42	17~18a (72~) js4~15	KND	KND	KND	
	f+3+4 (to BAL)	(Special) (TC)(BAL)		s				
1656	BAL 1	m	17	18~19 (43~)	-8~-7	+6~+7	CS	
1658	BAL 2	m	21	23~24s (48~)	-11~-10	KND	KND	Homing, Tail spin
1660	BAL 3	h	30	20~23s (45~) cs1~	+8~+11	SH	SH	
1662	BAL 4	l	14	23~26s (48~) cs1~	-24~-21	KND	KND	
1665	BAL 3+4	m (TJ)	28	29~33s (54~) js1~	-18~-14s	KND	KND	
	BAL 3+4, B	m (TJ), (Special)	28	29~33b (54~) js1~	-18~-14s	KND	KND	
	f, n, d, D/F	(Special)		s				
1621	f, n, d, d/f+1	h	25	13~14 (16~)	-2~-1	KND	KND	Tail spin
1622	f, n, d, d/f+2	m	24(,5)	16~17a (19~)	-23~-22	Launch	Launch	
1623	f, n, d, d/f+3	m (TJ)	14	16~17 (19~) js14~	-10~-9	KND	KND	
1626	f, n, d, d/f+3, 2	m (TJ), h (TJ)	14,30	js1~	-3~-2s	KND	KND	
1624	f, n, d, d/f+3, 4	m (TJ), h (TJ)	14,17	js1~	-11	KND	KND	Tail spin
1632	f, n, d, d/f+4	l	16	18~19s (21~)	-28	-1~0 (KND)	-1~0 (KND)	
1633	f, n, d, d/f+4, 1+2	l, m	16,25	18~19 (21~)	-17	KND	KND	
1648	f, n, d, d/f+1+2	m (TC)	25	15(18~)	-10	KND	KND	Wall bounce
	f, n, d, d/f+1+2, *	m (TC)	35	24(27~)	-7	KND	KND	Wall bounce
