move_id	Command	Hit level	Damage	Start up frame	Block frame	Hit frame	Counter hit frame	Notes
	FC+4	l (TC)	10	12	-15	-4	-4	
1754	WS+1	m	11	12	-3	+8	+8	
1756	WS+1, 2	m, m	20		-11	+7	+7	
1755	WS+1, 2*	m, m (INT)	20		-11	+7	+7	
1759	WS+2	m	20	15	-16	KND	KND	
1758	WS+2*	m (INT)	20		-16	KND	KND	
1762	WS+3	m	13	14	-7	+9	+9	
	WS+3, 2	m, m	13,20		-19	KND	KND	
	WS+4	m	18	11	-6	+5	+5	
1761	FC+d/f+2	l (TC)	19	20	-13	+3s	KND	
1647,1648	SS+2	h	23	20	-8	KND	KND	Tail spin
	2+3+4	(special)		pc5				Power crush
1712	Opponent down d+3+4	l	11(,15)	18	-20	-9	-9	
	BT 1	h	15	8	-8	+3	+3	
1728	BT 2	m	23	14	-10	KND	KND	
	BT 3 or 4	h	18	10	-8	KND	KND	
	BT d+1 or d+2	sm	10	10	-2	+9	+9	
	BT d+3 or d+4	l	12	10	-11	+3	+3	
	3+4	(INT)						
	INT auto low parry		25			KND		
1464	INT 1	m	15	14	-4	+8	+8	
1465	INT 1, 2	m, m	15,20		-13	KND	KND	Tail spin
1466	INT 2	m	20	20	+7	KND	KND	
1482	INT 3	m	15	18	-7	+27g	+27g	
1483	INT 4	m	25	25	-7	KND	KND	
1473	INT 1+2	h	25	15 pc5	-9	Tail spin	Tail spin	Homing, Tail spin, Power crush
1480	INT 2+3	m! (throw)	50	60	KND	KND	KND	
	INT 2+3, B	(cancel)						
1479	INT d/f+2	m	20	19	-20	JG	JG	
1468	INT d+2	l	20	21	-13	+3	+13g	Unparryable
