move_id	Command	Hit level	Damage	Start up frame	Block frame	Hit frame	Counter hit frame	Notes
1541	u/f+3	m (TJ)	22	25 js10	-3	KND	KND	
1557	u/f+4	h (TJ)	20	18 js9	-11	-3	-3	
1558	u/f+4, 3	h (TJ), l	20, 10		-17	-6	-6	
1559	u/f+4, 3, 4	h (TJ), l, h	20,10,14		-6	5	JG	
	u/f+4, 3, 4, u or b	h (TJ), l, h (SS)	20, 10		-7	4	4	
1754	U/B+4	m	15	18	-18	-12	-12	
	U/B+4, D	m (TJ)	15		-19	-13	-13	
	U+4	m (TJ)	18	18	-18	JG	JG	
	U+4, D	m (TJ)	18		-19	JG	JG	
	U/F+4	m (TJ)	21	18 js13	-18	JG	JG	
	U/F+4, D	m (TJ)	21	18 js13	-19	JG	JG	
1562	u/f+3+4	mm (TJ)	4,18	20 js9	-3s	+5s	+5s	
	u/f, N, 4	m (TJ)	25	25 js9	-9	KND	KND	
	U/B,b	(TJ)		js				
1712	f, F+2	h	21	16	6	KND	KND	Homing, Tail spin
1725	f, F+3	m (TJ)	14	15 js13	-13	JG	JG	
1727	f, F+3, 4	m (TJ), m	14,12		-23	JG	JG	
1729	f, F+3, 4, 3	m (TJ), m, m	14,12,9		-14	-3	-3	
	f, F+3, 4, b+3	m (TJ), m, m (CJM)	14,12,9		-1	10	10	
	f, F+3, 4, b+3, 4, 1+2	m (TJ), m, m, m! (CJM)	14,12,9,45		KND	KND	KND	
1731	f, F+4	m (TJ)	20	31 js10	0	KNd	KND	
	f, F+4, B	m (TJ) (CJM)	20		-9	KND	KND	
1711	f, F+1+2	m	25	18	-9	KND	KND	
1687	f, f, f+2	m	10	15	-14	+1	+1	
1688	f, f, f+2, 3	m, m (TJ)	10,28	js26	-13	KND	KND	
1689	f, f, f+3	m (TJ)	20	23 js3	-23	KND	KND	
	FC+1	sm (TC)	5	10 cs1	-5	6	6	
	FC+d/b or d+2	sm (TC)	8	11 cs1	-4	7	7	
	FC+3	l (TC)	12	16 cs1	-17	-3	-3	
	FC+4	l (TC)	10	12 cs1	-15	-4	-4	
1681	WS+1	m	13	13	-3	7	7	
1683	WS+2	m	22	18	-13	JG	JG	
	WS+3	m	20	11	-11	0	0	
	WS+3, B	m (CJM)	20		-3	8	8	
	WS+4	m	16	11	-6	5	5	
1745	FC+f+1	m	22	22	-9	KND	KNd	Wall bounce
1746	FC+f+2	m	25	20 pc8	-14s	KND	KND	
1741	FC+d/f+2	l (TC)	14	20 cs1	-21	KND	KND	
	FC+d/f+2~1	l (TC)	21	20 cs1	-21	KND	KND	
	FC+u/b+4	m (TJ)	15	18 js13	-18	-12	-12	
	FC+u/b+4, D	m (TJ)	15		-19	-13	-13	
	FC+u+4	m (TJ)	18		-18	JG	JG	
	FC+u+4, D	m (TJ)	18		-19	JG	JG	
1753	FC+u/f+4	m (TJ)	21	18 js13	-18	JG	JG	
	FC+u/f+4, D	m (TJ)	21	18 js13	-19	JG	JG	
	FC+U/B+4	m (TJ)	25	14 js11	-33	-22	-22	
	FC+U/B+4, D	m (TJ)	25		-27	-16	-16	
	FC+U+4	m (TJ)	28	14 js11	-33	KND	KND	
	FC+U+4, D	m (TJ)	28		-27	KND	KND	
1750	FC+U/F+4	m (TJ)	30	14 js11	-33	KND	KND	
	FC+U/F+4, D	m (TJ)	30		-27	KND	KND	
1739	SS+2	l (TC)	12	20 cs6	-12	0	1	
1740	SS+3	m	23	21	4s	8s	KND	
1737	SS+1+2	mm (TJ)	8,21	19	-4	JG	JG	
1627	Opponent down d+3+4	l	20	17	-17	-6	-6	
	Back against wall b,b,u/b	m	21	35	1	KND	KND	
	BT+1 or 2	h	15	8	-8	3	3	
	BT+3 or 4	h	18	10	-8	KND	KND	
	BT+d+1 or d+2	sm	10	10	-2	9	9	
	BT+d+3 or d+4	h	12	10	-11	3	3	
	b+3 (to CJM)	(CJM)						
	CJM d/f	(CD)						
1756	CJM 1	h	14	11	-9	15	15	
1757	CJM 2	h	10	10	-13	-2	-2	
1758	CJM 2, 1	h, m	10,12		-7	4	4	
1776	CJM 3	m	18	12	-12	3	KND	
1761	CJM 4	m (TC)	20	27 cs14	-29	KND	KND	
1759	CJM 1+2	m	20	17	-4s	+6s	+6s	
	CJM 2+3	m	20	13	-16	KND	KND	
1763	CJM d/b or d+3	l	6	15	-11	0	0	
1764	CJM d/b or d+3, 3	l, h	6,20		-7	7	7	
	CJM u/b+4	m (TJ)	15	15 js8	-15	-4	-4	
	CJM u+4	m (TJ)	20	15 js8	-15	-4	-4	
1767	CJM u/f+4	m (TJ)	20	15 js8	-13	JG	JG	
	CJM f, F	(TC) (Rol)		cs				
1773	CJM f, F+3	m (TC)	27	30	-11	KND	KND	
1774	CJM f, F+4	h	21	40	7	JG	JG	
	qcf	(CD)						
1714	qcf+1	h	23	13	2	4	JG	
1715	qcf+2	m	17	16	-12	3	KND	
1716	qcf+2, 1	m, m	17,20		-14	KND	KND	
	qcf+2, 1, B	m, m (CJM)	17		-13	2	KND	
1721	qcf+3	m	14	16	-13	-2	-2	
1722	qcf+3, 2	m, h	14,25		-8	KND	Tail spin	Tail spin
1656	qcf+3, 3	m, h	14,8		-11	0	0	
1657	qcf+3, 3, 1	m, h, h	14,8,14		-9	15	15	
1658	qcf+3, 3, 4	m, h, h	14,8,20		-6	KND	KND	Tail spin
1724	qcf+4	mm (TC)	12,12	18 cs5	-12	+6k	+6k	
