move_id	Command	Hit level	Damage	Start up frame	Block frame	Hit frame	Counter hit frame	Notes
1591	b+1	m	25	18	-5	KND	KND	Tail spin, Homing
1686	b+2	h (STB)	30	14~15	-9~-8	KND	KND	
1730	b+3	m	16	13	-4	+7	+7	
1731	b+3, 3	m, m	21	13	-12	+7	JG	
1668	b+4	m	10	17	-14	-3	-3	
1653	b+4, 1	m, h	10,18	17	-8	+13k	KND	Tail spin
	b+4, 2	m, m (STB)	10,20	17	-12	KND	KND	
1660	b+4, 3	m, h	10,14	17	-12~-11	-4~-3	+1~+2	Homing
1662	b+4, 3, 2	m, h (TJ)	10,14,20	17	-13~-12	KND	KND	
1593	b+1+2	m	25	22~23 pc8~21	-13~-12	KND	KND	Power crush
1579	b+3+4	m	24	29~30	-14~-13	KND	KND	Wall bounce, Homing
2000	b+2+3	!	60	72	TKMD	TKMD	TKMD	
1765	u/b or u or u/f+2	m (TJ)	25	25 js9~24	-9	KND	KND	
	u/b+3	m (TJ)	20	23~24 js9~	+2~+3s	+7~+8s	JG	
	u+3	m (TJ)	21	23~24 js9~	+2~+3s	+7~+8s	JG	
1530	u/f+3	m (TJ)	22	23~24 js9~	+2~+3s	+7~+8s	JG	
1670	u/b or u or u/f+4	m (TJ)	13	15~17 js9~	-13~-11	Launch (JG?)	Launch (JG?)	
1756	u/f+3+4	mm	10,14	20,33~34 2js21~	-11~-10	KND	KND	
1747	f, F+2 or FC+d/f+2	m	14	14~16 (15~)	-18~-16	-7~-5	-7~-5	
1748	f, F+2, 2 or FC+d/f+2, 2	m, h (STB)	14,20	14~16 (15~)	-2~-1	KND	KND	
1750	f, F+2, 1+2 or FC+d/f+2, 1+2	m, m	14,20	14~16 (15~)	-13~-12	KND	KND	Wall bounce
1759	f, F+4	m (TJ)	20	15~17 (16~) js11~	-5~-3	KND	KND	
1753	f, f, f+2	h (STB)	40	13~16 (16~) js3~	+7~+10g	KND	KND	
1734	WS+1	m	12	12~13	-4~-3	+7~+8	+7~+8	
1735	WS+1, 1	m, h	12,15	12~13	-12	+9	+9	
1762	WS+2	m(, (Special))(STB)	20	15~16	-14~-13	Launch (JG?)	Launch (JG?)	
1740	WS+3	m	20	16	-8	KND	KND	
	WS+4	m	18	11~12	-6~-5	+5~+6	+5~+6	
1699	SS+4	l	20	20~21s (29~)	-12~-11	+6~+7s	KND	
	From special move	(STB)		20~21 (29~)				
1596	STB f+1+2	m	10	16	-18	-7	-7	
1598	STB f+1+2, 1+2	m, m	10,20	16	-9	SPD	SPD	
1674	STB d+1	m	16	17~18	-9~-8	+2~+3	+2~+3	
1676	STB d+1, 2	m, m	16,23	17~18	+8~+9	KND	KND	Tail spin
1679	STB d+2	l (TC)	11	20s cs7~	-12	-1	-1	
1685	STB d+2, 2	l, l	11,15	cs1~	-12~-11	KND	KND	
1648	STB d/b+1+2	m, !	20,20	20,55	CS	CS	CS	
1667	STB b+4	m	10	17	-14	-3	-3	
1660	STB b+4, 3	m, h	10,14	17	-15~-14	-4~-3	-4~-3	Homing
1661	STB b+4, 3, 2	m, h, m (TJ)	10,14,35	js1~31	-1~0	JG	JG	
