move_id	Command	Hit level	Damage	Start up frame	Block frame	Hit frame	Counter hit frame	Notes
1884	RDS d/b or d/f+4	l(!)(RDS)	0	15	+2	+2s	+12s	
1849	RDS u or u/f+1	l (TJ), (Special)	22	33~35 js9~23	-7~-5	+12~+14s	+12~+14s	
1859	RDS f, F+3	m (TJ)(RDS)	18	16b(17~) js3~15	-5	+6	KND	
1903	RDS f, F+3+4	m (TJ)(, !(Throw))	25(,20)	39~51 (47~) js10~	-3~+9	KND(Throw)	KND(Throw)	
	RDS 1+3 or 2+4	h(Throw)(RDS)	35	12		Throw(KND)		
1984	RDS f, F+1+3 or f, F+2+4	(Special) (TJ), h(Throw)(RDS)	35	31a(32~) js1~26		Throw(KND)		
	d+1+2 or FC+1+2 RDS d+1+2	(Special) (TC)(AOP)		(cs1)				
1791	AOP 1	m	11	18s	-5	+6	+6	
1792	AOP 1, 2	m, h	11,15	18b	-6~-5	+7~+8	+7~+8	
1816	AOP 2	m	10	13~14	-11~-10	0~+1	0~+1	
1817	AOP 2, 1	m, m	10,20	13~14	-12~-11	KND	KND	
	AOP 2, 1, b (Cancel)	m(RDS)	10	13~14b	-14~-13	-3~-2	-3~-2	
1778	AOP 3	l (TC)	19	25~30s cs1?~	-16~-11	0~+5	KND	
1861	AOP 4	m	14	12~13	-4~-3	+7~+8	+7~+8	
1901	AOP 4~3	l (TC)	25	23~25s (a)(23) cs5?~	-33	KND	KND	
1895	AOP 1+2	m	25	19	-5	KND	KND	Wall bounce
1988	AOP 1+3 or 2+4	(Special) (TC), h(Throw)	35	12(42)		Throw(KND)		
1863	AOP f+4	l (TC), (Special)	10	18~20 cs1~	-7~-5	+4~+6	+4~+6	
	AOP f+4, 4	l (TC), l (TC)	10,10	s cs1~	-6~-4	+5~+7	+5~+7	
1789	AOP d+1	l (TC)	13(,25)	19~21s cs1~	-12~-10	-1~+1	KND(Throw) +19	
1896	AOP d+1+2	m	21	26 cs1~25	-8	Launch(JG?)	Launch(JG?)	
1833	AOP u/b or u or u/f+3	m (TJ)	14	15~17 js10~	-17~-15	Launch (JG?)	Launch (JG?)	
1946	AOP u/b or u or u/f+3, 1	m (TJ), m (TJ), (Special)	14,22	js1~22	-4~-3	+7~+8s	+7~+8s	
1846	AOP u/b or u or u/f+3, 3	m (TJ), h (TJ)	14,25	js1~	-8	KND	KND	
1878	AOP u/b or u or u/f+3, 4	m (TJ), m	14,19	js1~12	-14~-12	-3~-1	+22g(KND)	
1865	AOP u or u/f+4	m (TJ)	12	16~26s js8~	-10~0	+1~+11	+1~+11	
1868	AOP u or u/f+4, B	m (TJ)(RDS)	12	16~26b js8~	-15~-5	-4~+6	-4~+6	
	AOP u or u/f+4, d+1+2	m (TJ), (Special)	12	16~26 js8~	-12~-2	-1~+9	-1~+9	
	AOP u or u/f+4, 4	m (TJ), m (TJ)	12,12	s js18~	-12~0	-1~+11	-1~+11	
	AOP u/b or u or U/F	(Special) (TJ)		js9~				
1838	AOP u/b or u or u/f, n+3	m (TJ)	30	12~16 (28~30) js1~	-23~-19	+6~+10b	+6~+10b	
	AOP u/b or u or u/f, n+3, d+1+2	m (TJ), (Special)	30	12~16 (28~30) js1~	-10~-8	+19~+21b	+19~+21b	
1872	AOP u/b or u or u/f, n+4	m (TJ)	25	8~9 (23~24) js1~	-8~-7	KND	KND	
	AOP u/b or u or u/f(When landing)4	m (TJ)	25	9~10 (40~41) js1~5	-10~-9	+1~+2	+1~+2	
1843	AOP u/b or u or u/f(When landing)3	l (TC)	19	15~16s (46~47) js1~6 cs7~	-18~-17	KND	KND	
	AOP d/b or b or d/f or f	(Special)		15~16 (46~47) 1~6 7~				
	AOP b, b or f, f	(Special)		15~16 (46~47) 1~6 7~				
	AOP d	(Special)		15~16 (46~47) 1~6 7~				
	AOP b+3+4	(Special)		b				
	AOP f+3+4	(Special)		s				
	AOP f+3+4, d+1+2	(Special) (TJ), (Special) (TC)(AOP)						
