move_id	Command	Hit level	Damage	Start up frame	Block frame	Hit frame	Counter hit frame	Notes
1868	f, n, d, d/f+3	m, (LFS)	27	18	+4	KND	CS	Wall bounce
1867	f, n, d, d/f+4	m	18	16	-18	Launch(JG?)	Launch(JG?)	53
1866	f, n, d/f+4	m	18	16	-10	Launch(JG?)	Launch(JG?)	47
1708	f, f, f+3	m (TJ)	30	22	6	KND	KND	
1896	f, f, f+4	h	28	18	+5	8b	8b	
1703	WS+3	m	20	14	-7	KND	KND	
1705	WS+4	m	12	11	-3	8	8	
1793	WS+4, 4	m, m(RFF)	12,13	11	-5	4s	4s	
	WS+3+4	m(RFF)	16	20~21b	-9~-8	+2~+3	+2~+3	
	WS+3+4, 3	m, m	16,20	20	-5	6s (KND)	KND	
1606	SS+3	m	15	18	-12	-1	FS (+5~+6)	
1608	SS+3, 3	m, h(LFS)	15,18	18	3	14g	14	
1614	SS+4	l(RFF)	18	19	-13	5s	KND	
1954	LFF BT 4	m(RFF)	20	14	-13	Launch (JG?)	Launch (JG?)	
	RFF 1+2	(LFF)	b	14~16				
	RFF 3+4	(LFF)		14~16				
1794	RFF 1	h	10	10	0	+6	+6	
1795	RFF 1, 1	h, m(LFF)	10,12	10	-8	+3	+3	
1796	RFF 2	h	6	10	+2	+8	+8	
1797	RFF 2, 1	h, h	6,10	10	0	+6	+6	
	RFF 2, 1, 1	h, h, m(LFF)	6,10,12	10	-8	+3	+3	
1819	RFF 2, 3	h, h(LFF)	6,20	10	-7	2	CS	
1806	RFF 2, 4	h, h(RFF)	6,12	10	-8	+3	+3	
	RFF 2, 4, b or f	h, h, (RFS)	6,12	10	+7	+18g	+18g	
	RFF 2, 4, d or u	h, h, (RFS)	6,12,20	10	+6	+17g	+17g (+13)	
1946	RFF 2, 4, 3	h, h, m	6,12,20	10	-15	KND	KND	
	RFF 2, 4, 4	h, h, h(LFF)	6,12,23	10	-5	KND	KND	Tail spin
	RFF 2, b+4	h, h (TC)(LFF)	6,27	10	-9	+13kg	+13kg	Tail spin
1801	RFF 3	m(LFF)	13	16	-4	+7	+7	
1803	RFF 3, 4	m, h, (RFS)	13,16	16	10g	21g	21g	
	RFF 3, 4f	m, h, (RFS)	13,16	16	-12	-1	-1	
	RFF 3, F+4	m, h, (RFF)	13,16	16	-7	4	4	
1939	RFF 3~4	h(LFF)	35	27	4	KND	KND	Homing, Tail spin, Power crush
	RFF 4	h(RFF)	12	12	-8	+3	+3	39
	RFF 4, b or f	h, (RFS)	12	12	+7	+18g	+18g	
	RFF 4, d or u	h, (RFS)	12	12	+6	+17g	+17g (+13)	
	RFF 4, 3	h, m, (Special)	12,20	12	-15	KND	KND	
1943	RFF 4, 4	h, h(LFF)	12,23	12	-5	KND	KND	Tail spin
	RFF f+4	(Special)		35~				
1814	RFF f+4~4	m	20	18	-13	Launch (JG?)	Launch (JG?)	
1809	RFF f+3	h, (LFS)	21	14	12	23	23	
	RFF f+3, B	h(RFF)	21	14	-11	0	0	
1653	RFF d/f+3	m(LFF)	25	20	-11	KND	KND	Homing, Tail spin
1816	RFF d/f+4	m	12	13	-7	+1	+1	39
	RFF d/f+4, b or f	m, (RFS)	12	13	+7	+15g	+15	
	RFF d/f+4, d or u	m, (RFS)	12	13	+6	+14g	+14	
1808	RFF d+4	l	19	19	-11	+5	+15g	
1800	RFF d/b+3	l (TC)	13	17F	-11	-3	+4	
1863	RFF d/b+3, 3	l, h(LFF)	13,28	17 10~	-2	KND	KND	Tail spin
1798	RFF b+2	m	17	16	2	6s	KND	
1818	RFF b+3	h(LFF)	20	13	-7	2	CS	
1891	RFF b+4	h (TC)(LFF)	27	18	-9	+13kg	+13kg	Tail spin
1848	RFF f, F+3	m (TJ)(LFF)	22	22	-6	KND	KND	
1932	RFF f, F+4	m(LFF)	15	22	-9	-1	-1	
1851	RFF f, F+4, 3	m, h (TJ)	15,20	js5~	+3	KND	KND	
1952	RFF BT 3	m(LFF)	20	14	-13	Launch (JG?)	Launch (JG?)	
1621	RFF BT 4	m(RFF)	16	20	-9	+2	+2	
1622	RFF BT 4, 3	m, m	16,20	20	-5	+6 (KND)	KND	
1953	RFF BT d+3	l (TC)(LFF)	20	18F	-13	-2	KND	
	f+3	(Special)		18~19 4~				
	LFS 3+4	(RFS)		18~19 4~				
1828	LFS 1	h(LFF)	7	13	+5	+7	+7	
1830	LFS 2	m(RFF)	15	16	-2	+9	+9	
1846	LFS 3	m(LFF)	10	14	-13	-7	-2	
	LFS 3, 3	m, m(LFF)	10,15	14	-14	KND	KND	
	LFS 3, F	m, (LFS)	10	14	+2	+8	+13	
	LFS 3, 4	m, h, (RFS)	10,15	14	9G	20g	20	
	LFS 3, d/f or f+4	m, h(LFF)	10,23	14	-1	KND	KND	
1884	LFS 4	h (TJ), (RFS)	24	14	+2	KND	KND	
1950	LFS 1+4	! (TJ)(LFF)	80	67F	KND	KND	KND	
	LFS 1+4 , b, b (Cancel)	(LFF)		66~69 54~				
1965	LFS f+3	m, (LFS)	23	19	4	KND	CS (20~21)	
1914	LFS f+4	m(RFF)	17	16	-7	4	4	
1916	LFS f+4, 3	m, h (TJ)(RFF)	17,26	js17~	3	KND	KND	
1853	LFS d/f+3	m(LFF)	12	22	-14	-4	-4	
1860	LFS d/f+3, 4	m, m(LFF)	12,20	22	-14	KND	KND	
	LFS d/f+3, f (Cancel)	(LFS)		22~23				
1847	LFS d+3	l(LFF)	7	16	-17	-6	-6	
	LFS d+3, 4	l, h, (RFS)	7,10	16	8g	15g	19	
1934	LFS d or d/f+4	l (TC)(LFF)	12	28F	-23	KND	KND	
1935	LFS d/b+4	l(RFF)	17	20	-12	+4	KND	
	LFS b+1	m	18	15	-13	0	CS (0)	
1642	LFS b+3	m (TJ)(RFF)	23	20	-12	+14k	+14k	Homing, Tail spin, Power crush
1961	LFS b+4	m(RFF)	21	16	-8	+7	CS	
1539	LFS u/f+3	m (TJ)(LFF)	13	28	-6	KND	KND	
1542	LFS u/f+3, 4	m (TJ), m(LFF)	13,12	js1~	-8	Launch (JG?)	Launch (JG?)	
1544	LFS u/f+3, 4, 3	m (TJ), m, h(LFF)	13,12,23	1~		KND		
1964	LFS u/f+4	m (TJ)(LFF)	20	19F	-14	JG	JG	
1901	LFS u/f+3+4	mh (TJ)(LFF)	10,8	14,25 js9~	-10	+1	+1	
	LFS u/f+3+4, 4	mh (TJ), m (TJ)(LFF)	10,8,13	js1~	-13	+1	+1	
	LFS f or b or u or d	(Special)		1~				
	f, n+4	(Special)		1~				
	RFS 3+4	(LFS)		1~				
1827	RFS 1	m(LFF)	15	16	-2	+9	+9	
1829	RFS 2	h(RFF)	7	13	+5	+7	+7	
1843	RFS 3	h (TJ), (LFS)	24	14	2	KND	KND	
1876	RFS 4	m(RFF)	20	14	-14	KND	KND	
1911	RFS f+3	m(LFF)	17	16	-7	4	4	
1913	RFS f+3, 4	m, h (TJ)(LFF)	17,26	js17~	3	KND	KND	
1969	RFS f+4	hh, (RFS)	8,10	8,18	+1	+3	+7	
1966	RFS f+4, 4	hh, h(RFF)	8,10,12	8,18	-6	Launch (JG?)	Launch (JG?)	
1938	RFS d/f+4	m(LFF)	17	17	1	8s	KND	
1861	RFS d/b or d or d/f+3	l (TC)(LFF)	12	28	-23	KND	KND	
1882	RFS d+4	l(LFF)	11	20	-31	-1 (KND)	-1 (KND)	
1883	RFS d+4, 3	l, m(LFF)	11,25	20	-14	KND	KND	
1962	RFS b+3	m(LFF)	21	16	-10	JG	JG	
1639	RFS b+4	m (TJ)(LFF)	23	20 pc8~19 js15~	-12	+14kg	+14kg	Homing, Tail spin, Power crush
	RFS f or b or u or d	(Special)		20~22 8~19 15~				
