move_id	Command	Hit level	Damage	Start up frame	Block frame	Hit frame	Counter hit frame	Notes
	d+1+4 or d+2+3	l (special)		total 27				
1837	d+1+4 or d+2+3, 1+2	m (TC) (throw)	18 (,15)	14	-19s	Throw	Throw	
1844	d+1+4 or d+2+3, 2	l	20	19	-13	+5	KND	
1614	d/b+2	m	10	14	-11	0	0	
1615	d/b+2, 3	m, m	10, 20		-13	+21	+21	
1616	d/b+2, 4	m, h	10, 20		-9	+13k	KND	Tail spin
1648	d/b+3	l (TC)	20	23 cs8	-26	+5	KND	
1649	d/b+4	l (TC, TJ)	20	29 cs6 js16	-20	KND	KND	
1617	d/b+1+2	m	30	26	+3	KND	KND	
	d/b+1+2, D	(special)						
1582	b+1	h	12	12	-7	+5	KND	
1583	b+1, 2	h, m	12, 15		-12	+6	KND	
1585	b+2	m	10	15	-9	+2s	+2s	
1588	b+2, 1	m, m	10, 8		-12	-1	-1	
1580	b+2, 1, 2	m, m, h	10, 8, 20		-7	KND	KND	Tail spin
1590	b+3	h	23	16	-10	KND	KND	
1591	b+4	m	15	15	-11	0	0	
	b+4 (when hit) 1+2	m (throw)	14, 20			throw		
1598	b+1+2	m	0	18	+1	+5	+16	
1687	b+1+4	m	24	31	-13	KND	KND	
1555	b+2+3	m!	50	3	JG	JG	JG	
2244	u/b+1	h	21	20	-6	KND	KND	Homing
	u or u/f+1	m (TJ)	12	18 js9	-12	-1	-1	
1501	u/b or u or u/f+2	m (TJ)	35	48 js9	-18s	KND	KND	
	u/b+3	m (TJ)	25	23	-19	KND	KND	
1523	u or u/f+3	m (TJ)	18	21 js17	-8	+5	Launch	
	u/b+4	m (TJ)	11	15 js9	-19	-8	-8	
	u+4	m (TJ)	14	15 js9	-13	KND	JG	
1527	u/f+4	m (TJ)	13	15 js9	-13	JG	JG	
1708	u/f+1+2	m (TJ)	25	35 js9	+2s	KND	KND	
1709	u/f+1+2 (hold)	m! (TJ)	45	67	KND	KND	KND	
2247	u/f+3+4	m (TJ)	23	32 js8	-7	KND	KND	
	u/f, N, 4	m (TJ)	25	23 js9	-11	JG	JG	
	u/f, N, 1+2	m (TJ)	25	70	+2s	KND	KND	
	u/f, N, 1+2 (hold)	m! (TJ)	45	102	KND	KND	KND	
	u/f, N, 3+4	l (TJ)	12	52	-16	-5	-3	
	u/f, N, 1+4	m! (TJ)	25	87	KND	KND	KND	
1680	f, F+2	m	23	16	-11	KND	KND	
1685	f, f, N, 2	l (TC)	17	19 cs12	-18	+7	KND	
1688	f, F+3	h	23	17	0	KND	KND	Homing, Tail spin
	f, F+3, D	h (special)	23		+8	KND	KND	Homing, Tail spin
1695	f, F+4	m	30	17	-14	KND	KND	Wall bounce
1696	f, F+1+2	m (TJ)	28	22 js18	-18	KND	KND	
2243	f, F+3+4	h (TJ)	35	23 js14	-10	KND	KND	
1657	f, f, f+3	m (TJ)	30	23 js3	+10g	KND	KND	
1712	f, f, f+3+4	m (TJ)	40	28 js9	+17g	KND	KND	
1658	WR+4	l (TJ)	20	20 js7	-24	KND	KND	
1652	FC+1	sm (TC)	5	10	-5	+6	+6	
1653	FC+2	sm (TC)	8	11	-4	+7	+7	
	FC+3	l (TC)	12	18	-16	-2	-2	
	FC+4	l (TC)	12	14	-15	-4	-4	
	WS+1	m	16	16	-10	JG	JG	
	WS+2	m	17	12	-10	+2	KND	
	WS+3	h	28	16	0	KND	KND	
	WS+4	m	20	11	-6	+5	+5	
1684	FC+d/f+2	m	23	24	+1	KND	KND	
2245	SS+2	m	10	15	-12	-1	-1	
2246	SS+2, 1	m, m	10		-13s	JG	JG	
1725	SS+4	m	22	19	-12	KND	KND	
2226	SS+3+4	m (TC)	28	24 js13	-6	KND	KND	
	SS+3+4, Any button	m (TC) (special)	28		-26g	KND	KND	
	1+2+3+4	h! (charge)	30	33				
	charge f, N, d, d/f+2	m	24	63	0	JG	JG	
	charge qcf+1+2	h!	30	73	0g	0g	0g	
1625	opponent grounded d+4	l	20	19	-16	-5	-5	
1627	opponent grounded d+4, 4	l, l	20, 8		-16	-5	-5	
1630	opponent grounded d+4, 4, 4	l, l, l	20, 8, 6		-16	-5	-5	
	BT 1 or 2	h	15	8	-8	+3	+3	
1723	BT 3	m	20	13	-20	KND	KND	
1724	BT 4	m	20	18	-10	KND	KND	
	BT 1+4	m!	20	41	KND	KND	KND	
	BT d+1 or d+2	sm	10	10	-2	+9	+9	
	BT d+3 or d+4	l	12	10	-11	+3	+3	
	f, N, d, d/f							
1674	f, N, d, d/f+1	h	23	15	+6	KND	KND	
1672	f, N, d, d/f+2	h	20	11	-10	JG	JG	
1677	f, N, d, d/f+3	h!	23	31	KND	KND	KND	
1679	f, N, d, d/f+4	m (TJ)	22	16 js11	-9	KND	KND	
1667	f, N, d, d/f+1+2	h!	12	28	+7g~+17g	+7g~+17g	+7g~+17g	
