move_id	Command	Hit level	Damage	Start up frame	Block frame	Hit frame	Counter hit frame	Notes
1653	d/b+1, 3	l (TC), h	9,10	17 6~	-12	-1	-1	" "
	d/b+1, 3, D	l (TC), h	9,10	17 6~s	-12	-1	-1	" "
1693	d/b+2	m	12	15	-8	+3	+3	" "
	d/b+2, F	m, (SEN)	12	15	-5	+6	+6	" "
1695	d/b+2, 1	m, m	12,8	15	-8~-7	+6~+7	+6~+7	" "
1697	d/b+2, 3	m, m	12,15	15	-13	0	+23g(KND)	" "
	d/b+2, 3* (Very long hold)	m, m	12,25	15	+8	KND	KND	" "
1681	d/b+4	l (TC)	17	21~22s cs6~	-26	+5~+6s	KND	" "
1700	d/b+1+2	m?	18	26~27	-14~-13	+5~+6	CS	" "
1703	b+1	m	17	15~17	-9~-7	+4~+6	KND	Homing, Tail spin
1704	b+2	m	12	16	-7	+4	+4	" "
1705	b+2, 1	m, m	12,17	16	-10	+4	KND	" "
1707	b+2, 3	m, h	12,21	16	-8~-7	KND	KND	" "
1631	b+3	m	14	17	-12	+4	+4	" "
	b+3, F	m, (SEN)	14	17	-5	+11	+11	" "
1633	b+3, 4	m, h	14,20	17	-8~-7	KND	KND	Tail spin
1634	b+4	m	23	15	-8	+8	Throw(KND)	" "
	b+4(CH in front)	m, (throw)	27,23	15	" "	" "	Throw(KND)	" "
1709	b+1+2	mm?	8,20	21~22, 31~32	-11~-10	+6k	+6k	Homing, Tail spin
1585	b+2+3	!	45	84~85	KND	KND	KND	" "
1508	u/b or u or u/f+3	m (TJ)(, m)	12(,14)	16~17s (,34) js12~	-26~-25 (13~6a)	Launch	Launch	" "
	u/b+4	m (TJ)	20	25~27 js9~	-9~-7	KND	KND	" "
1536	u or u/f+4	m (TJ)	20	25~27 js9~	-9~-7	KND	KND	" "
1711	f, F+2	m	20	21~22 (22~)	-13~-12	Launch	Launch	" "
	f, F+2 When hit f	m, (SEN)	20	21~22 (22~)	" "	Launch	Launch	" "
1713	f, F+3	m	22	18~19 (19~)	-8~-7	KND	KND	" "
1715	f, F+4	l	14	21(22~)	-31	+5	+5	" "
1716	f, F+4, 3	l, m	14,20	21(22~)	-16	+3	+3	" "
1710	f, F+1+2	m	20	16~17 (17~)	-11~-10	KND	" "	" "
1719	f, F+3+4	ll	11,15	19~20 ,29~30 (20~) cs21~	-16~-15	0~+1s	" "	" "
1591	f, b+2	m	10	14(14~)	-12	0	0	" "
1592	f, b+2, 1	m, m	10,10	14(14~)	-18~-17	BU	BU	" "
1692	f, f, f+3	m (TJ)	30	20~26 (23~) js3~	+8~+14g	KND	KND	" "
1683	WS+1	m	16	15~16	-12~-11	Launch	Launch	" "
	WS+1 When hit f	m, (SEN)	16	15~16	" "	Launch	Launch	" "
1685	WS+2	m	13	13~14	-8~-7	+3~+4	+3~+4	" "
	WS+2, F	m, (SEN)	13	13~14	-5~-4	+7~+8	+6~+7	" "
	WS+2, D	m, (DEN)	13	13~14	-12~-11	0~+1	-1~0	" "
1688	WS+2, 1	m, m	13,17	13~14	-12~-11s	+5~+6s	KND	" "
1689	WS+3	h	30	20	+7	KND	KND	" "
	WS+4	m	16	11~12	-6~-5	+5~+6	+5~+6	" "
1639	FC+d/f+2	m	19	16	-8	+5	KND	" "
1641	FC+d/f+1+2	ll	10,14	18,31~32 cs1~	-12~-11	+1~+2	+1~+2	" "
1573	SS+2	m	20	16~17 (25~)	-7~-6	KND	KND	" "
1664	Opponent Down d+3+4	l	25	22~23	-14~-13	-3~-2	-3~-2	" "
	Opponent Down d+3+4*, F	l (SEN)	20	22~23	-14~-13	-3~-2	-3~-2	" "
	1+2+3+4	(Special)	" "	22~23	" "	" "	" "	" "
2106	1+2+3+4, 2	m	20	16~17 (46~) js14~	-18~-17	Launch (JG?)	Launch (JG?)	" "
	SEN only from certain moves	(SEN)	" "	16~17 (46~) 14~	" "	" "	" "	" "
1621	SEN 1	m	27	12~13	-10~-9	KND	KND	" "
1626	SEN 2	l	20	19~20s cs12~	-13~-12	+5~+6s	KND	" "
1627	SEN 3	m	20	14~16 ar14~	-14~-12	Launch (JG?)	Launch (JG?)	" "
1603	SEN 4	h	27	20~21	-10~-9	Launch (Screw)	Launch (Screw)	Power crush, Tail spin
1620	SEN d/f+1	m	20	14~15	0~+1s	+8~+9s	KND	" "
	f+3 or Form certain moves	(Special)	cs 4~10	14~15	" "	" "	" "	" "
	DEN F	(SEN)	" "	" "	" "	" "	" "	" "
1598	DEN 1	h	14	11~12 (26~)	-1~0	+8~+9	+8~+9	" "
1597	DEN 1, F	h, (SEN)	14	11~12 (26~)	-3~-2	+6~+7	+6~+7	" "
1600	DEN 1, 2	h, h	14,20	11~12 (26~)	-6~-5	KND	KND	" "
1605	DEN 2	m?	19	17~19 (32~)	-7~-5	+7~+9	CS	" "
1607	DEN 3	m	25	27~30 (42~)	+4~+7	KND	KND	Wall bounce
	DEN 4, 3	l, m	14,20	21	-16	+3	+3	Same as f, F+4, 3
1606	DEN 1+2	h	20	12~13s (28~)	-10~-9	KND	KND	Tail spin
	DEN 2+3	h(Throw)	20,20	12(27~)	" "	Throw(KND)	" "	" "
	DEN 2+3 (Opponent in air)	Air throw	23,8	12(27~)	" "	Throw(KND)	" "	" "
	u/b or u or u/f+3+4	(Special) (TJ)	" "	lc,a	" "	" "	" "	" "
1541	u/b or u or u/f+3+4*	h(Throw)	40(50)	9(25) js1~	" "	Throw(KND)	" "	" "
1542	u/f+3+4, 1	l	20	23~24s (53~) js1~10 cs20~	-13~-12	+3~+4s	KND	" "
1543	u/f+3+4, 4	m	20(,20)	17~18 (37~) js1~	-8~-7	+8~+9s	Throw(KND)	
