move_id	Command	Hit level	Damage	Start up frame	Block frame	Hit frame	Counter hit frame	Notes
1750	d/b+3 (Close)	l (TC)	21	27 cs6~	-26?	KND	Throw(KND)	
""	d/b+3	l (TC)	14	27 cs6~	-26?	-5?	KND	
1752	d/b+3~1+2	l(Throw)	45	38		Throw(KND)		
1640	b+1	m	14	17	-10	+1	+1	
1641	b+1, 2	m, m	14,18	17	-13~-12	+9~+10k	KND	Tail spin
1643	b+2	m	14	15s	-3	+8	+8	
1648	b+2, 1	m, h	14,11	15	-5~-3	+6~+8	+6~+8	
1583	b+2, 1, 3	m, h, l (TC)	14,11,24(,30)	cs15~	-26	KND	Throw(KND)	
""	b+2, 1, 3 (Far)	m, h, l (TC)	14,11,16	cs15~	-26	-7~-5	KND	
""	b+2, 1, 3~1+2 (Cancel)	m, h, l(Throw)	14,11,45	15~		Throw(KND)		
""	b+2, 1, 3~1+2, d (Cancel)	m, h, (Special)	14,11	15~s	-36~-34	-25~-23	-25~-23	
1720	b+3	h	17	14~15	-9~-8	+11~+12kg	+11~+12kg	Homing, Tail spin
1736	b+4	m	15	15	-4	+7	+7	
1738	b+4, 2	m, m	15,15	15	-7	+4s	+5s	
	b+4, 2, D	m, m	15,15	15s	-7	+4s	+5s	
1697	b+4, 2, 1	m, m, h	15,15,17	15	+1~+2	+5~+6	+5~+6	
1681	b+4, 2, 1+2	m, m, m(Throw)	15,15,5	15		Throw(KND)		
""	b+4, 2, 1+2, 1 or 2 or 3 or 4 (Cancel)	m, m, (Special)	15,15	15a	-50	-39s	-38s	
1741	b+4, 3	m, h	15,22	15	-9~-8	KND	KND	Tail spin
1797	b+1+2	m	26	22~23	+6~+7	KND	KND	
1746	b+3+4	h(Absorbs 1 h/m hit)	22	28~29 (7~15)	-2~-1	KND	KND	
1783	b+2+3	!	60	63~64	KND	KND	KND	
1517	u/b+2	h	18	20	-5	+9	CS	
1499	u/f+1	h	20	15	-9	KND	KND	
1516	u or u/f+2	m (TJ)	20	30~31 js9~29	-5~-4	KND	KND	
	u/f+3	m (TJ)	16	17~21	-7~-3	KND	KND	
	u/b+4	m (TJ)	21	22~23 js9~	-17~-16	KND	KND	
	u+4	m (TJ)	21	22~23 js9~	-13~-12	KND	KND	
1540	u/f+4	m (TJ)	21	22~23 js9~	-9~-8	KND	KND	
1554	u/f+3+4	h(Throw)?, (TJ)	42	38~42(d)				
""	~js20~		Throw(KND)					
1698	f, F+2	m	20	15~16 (16~)	-12~-11	KND	KND	
1699	f, F+2~1+2	h(Throw)	35	43~44		Throw(KND)		
1825	f, F+3	h	35	21~23 (22~)	+3~+5	KND	KND	Homing, Tail spin
1827	f, F+4	m	21	26~28as (27~)	-1~+1	+3~+5s	KND	
1798	qcb+2	m	23	26~27 (26~)	-15~-14	Launch (JG?)	Launch (JG?)	
1815	f, f, f+2	m	25	15~17 (18~)	+6~+8	KND	TFU	
1780	f, f, f+4	m(, (throw))	25(,25)	20~21 (23~)	-7~-6	Throw(KND)	Throw(KND)	
1812	WR+3	l(, (throw))	20(,20)	17 cs12~ ar10~	-15	Throw(KND)	Throw(KND)	
""	WR+3 (Far)	l	20	17~18 cs12~ ar10~	-15~-14	KND	KND	
1757	WS+1	m	12	12~13	-3~-2	+4~+5	+4~+5	
1758	WS+1, 2	m, h	12,18	12~13	-7~-6	+10~+11kg	KND	Tail spin
1759	WS+1, 3	m, m	12,20	12~13	-13~-12	KND	KND	Wall bounce
1829	WS+2	m	15	15~16	-12~-11	Launch (JG?)	Launch (JG?)	
1762	WS+3	m	21	16~17	-9~-8	KND	KND	Wall bounce
	WS+4	m	15	11~12	-5~-4	+6~+7	+6~+7	
1682	WS+1+2	m	28	12~13	-14~-13	KND	KND	
1784	SS+2	m	16	20~21 (29~)	-10~-9	-4~-3	+1~+2	
1785	SS+2, 3	m, h(, (throw))	16,17(,20)	20~21 (29~)	-9	+5	Throw(KND)	
1794	SS+2, 1+2	m, hm	16,8,12	20~21 (29~)	-4~-3	+2~+3s	+2~+3s (+8~+9s)	
1795	SS+2, 1+2, 4	m, hm, h	16,8,12,28	20~21 (29~)	-10~-9	CS	CS	
	SS+2, 1+2, 1+2	m, hm, m(Throw)	16,8,12,5	20~21 (29~)		Throw(KND)		
""	SS+2, 1+2, 1+2, 1 or 2 or 3 or 4 (Cancel)	m, hm, (Special)	16,8,12	20~21 (29~) Air	-51~-50	-45~-44s	-45~-44s (-39~-38s)	
""	SS+3+4	(Special) (TC)		s				
1610	BT d+3	m	20	16	-11	KND	KND	
""	Face down Grounded 1+2	(Special)		s(b)				
1831	Face down Grounded 1+2, 1+2	(Special), m(Throw)	5	30		Throw(KND)		
1712	Opponent Down d+3+4	On grounded opponent(l)	19	24	-11	0	0	
""	qcf	(Special)		24				
1799	qcf+1	h	20	15~16 (17~)	-3~-2	CS	CS	
1800	qcf+2	m	25	18~19 (20~)	-14	Launch (JG?)	Launch (JG?)	
1763	qcf+3	l (TC)	17(,20)	17s(19~) cs12~ ar10~	-15	-6	Throw(KND)	
""	qcf+3 (Far)	l (TC)	17	17~18s (19~) cs12~ ar10~	-14~-13	-5~-4	KND	
1769	qcf+4	m	23,(10)	17~18 (19~)	-10~-9	Throw(KND)	Throw(KND)	
""	qcf+4 When hit 1, 3, 4, 2	Chained	25,10,20	17~18 (19~)		Throw(KND)		
""	qcf+4 When hit 2, 4, 3, 1	Chained	25,10,20	17~18 (19~)		Throw(KND)		
""	qcf+1+2	m	28	12~13 (14~)	-15~-14	KND	KND	
