move_id	Command	Hit level	Damage	Start up frame	Block frame	Hit frame	Counter hit frame	Notes
1721	b+3, 4	m (TJ), l (TC)(LCT)	15,14	cs1~	-11~-9	0~+2	+3~+5	
1609	b+4	m	17	15~16	-8~-7	+8~+9	CS	
1613	b+4, 2	m, m	17,12	15~16	-12~-11	+4~+5s	+4~+5s	
1614	b+4, 2, 3	m, m, m	17,12,21	15~16	-16~-13	KND	KND	
1747	b+1+4	hl	15,8	12,29~30	-8~-7	+5~+6	+5~+6 +7~+8	
1749	b+1+4 (First hit only, Second hit miss)	h	15	12	-25	-14	-14	
1759	b+1+4, 3	hl, l?	15,8,18	12	-13~-12	-2~-1	KND	
1755	b+1+4, 4	hl, m	15,8,23	12	-14~-13	+5b	+5b	Tail spin
1784	u/f+2	h (throw)	20(,20)	14	-7	Throw(KND)	Throw(KND)	
	u/f+2 (No throw)	h	20	14	-7	+	+	
1536	u/b or u or u/f+3	m (TJ)	17	20~21 js11~	-3~-2	+8~+9	KND	
1565	u/b+4	m (TJ)	25	20~21 js9~	-15~-14	Launch (JG?)	Launch (JG?)	
""	u or u/f+4	m (TJ)	25	20~21 js9~	-13~-12	Launch (JG?)	Launch (JG?)	
1694	f, F+1	m	30	23~24 (24~)	+4~+5	KND	KND	
1785	f, F+2	m	16	15~16 (16~)	-13~-12	-3~-2	-3~-2	
1791	f, F+2, 1	m, h	16,21	15~16 (16~)	-5~-4	KND	KND	
1789	f, F+2, 3	m, m	16,21	15~16 (16~)	-8~-7	KND	KND	
1790	f, F+2, 1+2	m, m	16,25	15~16 (16~)	-13~-12	ED	ED	
1783	f, F+3	m	23	20~21s (21~)	-9~-8	+11k	KND	Tail Spin, Homing
1782	f, F+4	h (TJ)	28	20~21 (21~) js6~	-3~-2	KND	KND	Tail spin
	u/b, b	(Special) (TJ)		a				
1683	u/b, b, 3 or f, f, f+3	m (TJ)	32	24~28 (69~) js3~	0~+4	KND	KND	
1769	WS+1	m	12	14	-7~-6	+4~+5	+4~+5	
1770	WS+1, 4	m, h	12,20	14	-12	KND	KND	
1675	WS+2	m	18	13~14	-8~-7	+8~+9	+8~+9	
	WS+2, 1	m, h	18,10	13~14	-2	+9	+9	
1690	WS+3	m	20	18~19 js18~	-16~-15	JG	JG	
""	WS+4	m	15	11~12	-3~-2	+8~+9	+8~+9	
1672	WS+1+2	m?	20	21	-2	+5	CS (17)	
""	WS+1+2, D (Cancel)	(Special)?		s				
""	FC+3+4 WS+3+4	mm (TJ)	10,10	21~22, 31~32 js5~22	-6~-5	+5~+6s	+5~+6s	
""	FC+3+4, D	mm (TJ)	10,10	21~22, 31~32s js5~22	-6~-5	+5~+6s	+5~+6s	
1738	FC+3+4, 3	mm (TJ), mm (TJ)	10,10,10,10	js21~	0~+1s	KND	KND	
""	FC+3+4, 3, D	mm (TJ), mm (TJ)	10,10,10,10	s js21~	0~+1s	KND	KND	
1777	FC+d/f+2	l (TC)	10	16~17s cs1~	-11~-10	0~+1	+18~+19	
1625	FC+d/f+3	m	20	17 cs1~17	-9	KND	KND	Wall Bounce
1795	SS+2	m	23	13~14 (22~)	-9~-8	KND(KND)	KND(KND)	
1781	SS+4	h	18	17~21 (26~)	-6~-2	+7~+11	KND	
1693	f+1	m	17	20	-7	+4	+4	
1713	f+1, 3	m, m	17,17	20	-5	+6	KND	
1700	f+1, 3, 1	m, m, h	17,17,12	20	-8	+3	+3	
1723	f+1, 4	m, lh (TJ)	17,5,20	js10~	-6(-25s)	Launch (JG?)	Launch (JG?)	
1601	f+1, d+4	m, l (TC)	17,22	s cs6~	-26	KND	KND	Homing
""	f+1, d+4, D/B (Cancel)	m, (Special)	17	6~s	-26	-15	-15	
1670	d/b+4	l (TC)(LCT)	14	22~24 cs6~	-11~-9	0~+2	+3~+5	
	d/b+4, D	l (TC)(LCT)	14	22~24s cs6~	-11~-9	0~+2	+3~+5	
1727	d/b+4, 4	l (TC), l (TC)(LCT)	14,15	cs1~	-7~-5	+4~+6	KND	
	d/b+4, 4, D	l (TC), l (TC)(LCT)	15,15	s cs1~	-11~-9	0~+2	KND	
1728	d/b+4, 4, 4	l (TC), l (TC), l (TC)(LCT)	18,20,21	cs1~	-7~-5	+4~+6	KND	
""	d/b+4, 4, 4, D	l (TC), l (TC), l (TC)(LCT)	18,20,21	s cs1~	-11~-9	0~+2	KND	
1715	LCT 3	h(LCT)	21	1~	-3	Launch	Launch	
	LCT 1+4	lh(LCT)	5,8	1~	-3(-19s)	+9	+9	
